"Frontaliers étrangers selon le sexe et la commune de travail"

"Sexe"	"Lieu de travail"	"1996Q4"	"1997Q4"	"1998Q4"	"1999Q4"	"2000Q4"	"2001Q4"	"2002Q4"	"2003Q4"	"2004Q4"	"2005Q4"	"2006Q4"	"2007Q4"	"2008Q4"	"2009Q4"	"2010Q4"	"2011Q4"	"2012Q4"	"2013Q4"	"2014Q4"	"2015Q4"
"Sexe - Total"	"……Grub (AR)"	0.9	1.8	2.8	1.8	1.0	1.0	1.9	1.9	1.8	1.4	1.5	1.7	0.9	0.9	1.0	1.0	1.0	0.8	0.9	0.0
"Sexe - Total"	"……Heiden"	23.0	19.3	18.4	21.0	18.2	14.8	17.5	20.1	16.8	23.6	25.3	29.9	26.5	35.6	49.0	43.0	41.0	40.3	51.7	52.2
"Sexe - Total"	"……Lutzenberg"	8.3	2.8	2.8	2.7	5.5	3.6	3.7	3.6	3.2	4.0	6.3	3.9	3.0	3.8	6.8	8.8	10.0	10.7	9.5	8.4
"Sexe - Total"	"……Rehetobel"	2.7	3.6	4.5	3.6	3.6	5.4	10.5	8.2	9.2	6.6	8.8	8.2	8.2	9.7	10.5	14.1	15.1	6.9	4.0	4.5
"Sexe - Total"	"……Reute (AR)"	1.7	0.9	4.5	10.0	12.0	7.4	12.7	12.6	10.3	8.7	8.4	6.5	7.2	8.0	8.5	5.5	4.0	3.8	1.5	0.0
"Sexe - Total"	"……Wald (AR)"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Walzenhausen"	47.5	40.2	42.1	44.7	43.5	49.1	47.1	59.7	55.2	52.7	65.4	70.7	65.5	68.4	59.0	68.1	75.6	80.2	83.1	81.3
"Sexe - Total"	"……Wolfhalden"	40.5	36.7	33.9	33.7	35.4	37.9	34.6	32.7	24.8	18.0	18.0	16.6	15.8	19.3	26.5	27.6	24.6	30.2	34.3	39.4
"Sexe - Total"	"- Appenzell Innerrhoden"	20.5	19.6	17.8	46.5	52.2	54.1	52.9	56.5	56.0	49.8	48.3	50.0	65.0	72.4	66.5	66.6	79.6	88.7	113.4	110.4
"Sexe - Total"	"……Appenzell"	7.5	7.5	6.6	7.4	10.1	9.3	10.4	16.9	18.7	19.7	14.1	17.8	27.9	34.6	29.5	33.6	46.6	51.6	75.4	69.9
"Sexe - Total"	"……Gonten"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Rüte"	0.0	0.0	0.0	1.0	1.7	5.3	5.3	5.3	7.6	4.4	7.4	7.5	10.4	8.3	9.0	5.0	3.0	5.5	6.3	9.5
"Sexe - Total"	"……Schlatt-Haslen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Schwende"	7.5	6.5	6.6	6.4	8.1	8.1	7.1	6.2	4.0	2.0	1.5	0.7	2.0	4.3	0.0	0.0	1.0	2.4	2.8	0.6
"Sexe - Total"	"……Oberegg"	5.5	5.5	4.6	31.7	32.3	31.3	30.1	28.1	25.6	23.8	25.3	24.0	24.7	24.8	28.0	28.0	29.0	29.2	28.9	30.4
"Sexe - Total"	"- St. Gallen"	6708.5	6390.7	6336.6	6226.5	6432.9	6607.8	6326.9	6046.7	5791.5	5527.9	6124.7	6470.2	6593.2	6521.9	6760.3	7359.2	7672.8	7766.0	7990.6	8339.9
"Sexe - Total"	"……Häggenschwil"	1.8	0.9	0.9	1.7	1.7	1.7	0.7	0.8	0.8	0.7	1.5	1.5	0.6	0.6	1.0	0.0	2.0	3.4	2.1	0.9
"Sexe - Total"	"……Muolen"	0.0	0.0	0.0	0.0	0.0	0.9	1.9	1.9	0.0	0.8	1.0	0.8	0.0	0.0	2.0	1.0	1.0	0.7	1.5	0.7
"Sexe - Total"	"……St. Gallen"	545.2	523.5	530.6	528.7	601.5	648.6	637.8	634.3	640.1	606.3	759.8	852.0	853.7	872.9	889.8	956.4	1047.2	1059.0	1107.4	1222.9
"Sexe - Total"	"……Wittenbach"	16.4	14.6	14.6	16.4	12.8	21.8	21.3	15.7	14.7	11.8	12.5	25.0	14.2	16.2	21.0	20.0	23.0	19.0	20.2	25.8
"Sexe - Total"	"……Berg (SG)"	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Eggersriet"	2.6	3.5	1.7	1.6	2.4	0.9	1.6	0.8	0.8	4.3	4.3	1.3	2.1	1.9	0.0	1.0	1.0	2.2	1.6	2.4
"Sexe - Total"	"……Goldach"	48.3	54.9	50.2	43.3	46.1	43.3	47.6	42.9	49.6	56.1	62.5	75.4	78.5	77.2	63.0	68.0	71.4	81.1	84.0	93.9
"Sexe - Total"	"……Mörschwil"	8.5	9.4	6.6	3.7	3.8	3.7	6.5	7.5	7.3	19.6	20.0	21.5	19.4	15.2	14.5	18.6	17.6	18.2	19.0	15.6
"Sexe - Total"	"……Rorschach"	233.9	201.9	194.9	174.4	175.6	183.3	164.0	152.5	155.9	149.6	169.9	152.9	153.3	139.1	128.4	131.6	135.9	153.2	146.4	141.2
"Sexe - Total"	"……Rorschacherberg"	50.9	45.3	54.6	48.7	50.9	54.4	54.7	54.4	46.4	38.9	40.8	36.8	39.0	38.3	39.5	43.5	50.0	48.4	51.5	53.3
"Sexe - Total"	"……Steinach"	161.4	164.1	161.5	141.9	140.1	137.2	129.1	106.0	87.7	80.4	84.8	92.9	90.9	86.9	84.5	91.5	87.9	89.0	106.0	104.4
"Sexe - Total"	"……Tübach"	19.0	16.2	13.3	13.3	13.2	12.3	12.3	12.2	10.1	10.0	7.9	9.3	11.9	15.5	17.0	20.0	23.5	19.1	21.8	25.9
"Sexe - Total"	"……Untereggen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.8	0.8	1.0	1.0	1.0	0.6	0.6	0.6
"Sexe - Total"	"……Au (SG)"	863.9	872.5	983.5	1021.6	1038.9	1032.1	987.5	953.8	643.3	585.1	641.6	664.1	682.3	652.1	719.5	745.9	763.5	703.7	742.9	768.3
"Sexe - Total"	"……Balgach"	423.6	373.3	261.1	226.1	238.6	255.2	233.1	230.8	436.2	432.1	467.2	487.3	506.7	484.0	504.0	503.2	486.5	479.6	477.7	472.1
"Sexe - Total"	"……Berneck"	177.5	167.1	162.9	153.6	162.3	144.0	132.8	138.5	131.6	133.8	148.6	143.8	151.8	142.0	150.0	160.0	142.5	148.6	170.2	160.5
"Sexe - Total"	"……Diepoldsau"	385.5	395.1	390.3	356.8	362.5	384.3	387.6	395.4	376.8	348.2	383.3	415.8	401.1	400.6	393.4	396.4	415.1	451.4	468.4	471.9
"Sexe - Total"	"……Rheineck"	122.2	113.6	98.1	91.5	93.0	104.8	100.6	86.3	81.0	76.1	87.4	92.5	91.4	86.5	87.4	94.6	84.7	89.7	89.6	94.3
"Sexe - Total"	"……St. Margrethen"	592.1	547.6	532.3	532.4	532.3	521.7	467.4	444.3	393.5	373.6	422.0	427.0	412.9	400.4	400.0	434.4	402.4	391.0	391.7	398.6
"Sexe - Total"	"……Thal"	351.8	337.1	341.0	347.1	327.5	309.6	312.1	284.3	281.8	284.4	300.0	256.3	255.4	260.0	301.5	388.2	492.5	441.6	425.2	427.1
"Sexe - Total"	"……Widnau"	288.1	273.3	272.5	273.3	257.0	273.0	242.6	214.4	252.1	204.9	227.7	273.5	313.6	322.3	313.4	372.6	430.0	451.1	459.2	508.4
"Sexe - Total"	"……Altstätten"	325.2	303.9	302.3	325.8	331.3	349.3	360.5	344.1	317.6	283.6	299.4	293.4	286.1	288.4	310.9	323.7	327.4	355.6	384.2	381.1
"Sexe - Total"	"……Eichberg"	11.1	10.9	12.7	9.3	10.8	6.0	1.6	2.2	2.8	5.1	5.3	3.8	3.5	5.4	3.0	5.0	6.0	5.7	4.6	4.8
"Sexe - Total"	"……Marbach (SG)"	21.0	20.0	21.0	21.7	17.2	25.6	17.8	16.8	14.8	13.1	14.9	13.5	10.5	12.5	17.5	21.5	26.5	21.9	25.5	24.5
"Sexe - Total"	"……Oberriet (SG)"	303.5	287.6	285.1	272.7	273.3	272.0	251.0	227.2	213.8	214.4	224.5	250.6	290.1	286.3	299.4	324.0	313.4	265.0	267.8	321.5
"Sexe - Total"	"……Rebstein"	41.5	36.0	39.5	43.5	48.3	45.2	38.6	34.6	32.8	38.1	41.8	68.0	86.0	101.2	81.5	112.7	154.0	169.8	171.3	179.9
"Sexe - Total"	"……Rüthi (SG)"	277.9	251.6	239.6	206.5	192.0	176.3	160.7	161.3	154.2	148.0	166.1	186.7	194.0	176.1	115.4	118.1	122.5	143.4	130.4	130.6
"Sexe - Total"	"……Buchs (SG)"	425.6	391.7	374.6	358.0	402.1	439.6	448.0	422.6	399.4	399.8	385.7	411.2	393.6	378.2	422.0	467.7	454.2	511.1	504.7	543.6
"Sexe - Total"	"……Gams"	52.3	52.1	57.7	58.3	49.2	52.8	53.3	44.3	44.7	43.3	47.9	46.8	41.2	43.1	38.5	45.5	48.0	43.3	47.6	45.7
"Sexe - Total"	"……Grabs"	80.5	81.1	79.0	72.9	75.8	83.9	100.3	97.3	88.6	92.3	104.4	103.9	103.9	112.8	118.0	129.6	115.0	97.7	103.3	110.8
"Sexe - Total"	"……Sennwald"	359.2	353.1	335.3	365.2	383.4	405.4	391.9	374.1	371.2	338.0	377.2	386.7	397.5	398.7	477.9	523.2	540.4	523.1	544.9	570.9
"Sexe - Total"	"……Sevelen"	95.3	89.7	96.2	102.7	111.3	122.9	108.3	112.1	110.7	115.7	129.9	139.2	146.9	132.1	147.0	167.8	172.5	159.6	186.3	197.9
"Sexe - Total"	"……Wartau"	43.9	44.9	68.3	69.5	91.4	81.9	74.6	68.0	68.7	58.8	63.9	70.5	63.7	72.7	72.5	81.1	83.5	86.6	73.4	55.9
"Sexe - Total"	"……Bad Ragaz"	12.5	7.1	7.2	9.6	13.9	10.6	15.2	19.2	18.9	14.9	15.6	16.9	13.9	24.5	32.0	35.1	28.1	25.9	23.0	28.3
"Sexe - Total"	"……Flums"	1.8	1.8	1.8	0.9	0.9	1.6	1.9	1.9	1.9	3.7	5.2	6.0	7.6	10.8	8.5	8.0	8.5	7.4	11.5	8.2
"Sexe - Total"	"……Mels"	16.3	15.4	15.4	15.2	16.1	17.8	12.0	9.1	8.4	6.8	7.3	7.2	7.8	7.0	8.0	12.6	14.6	11.8	9.6	8.6
"Sexe - Total"	"……Pfäfers"	5.4	5.5	5.5	4.7	6.4	3.7	3.8	4.8	5.5	7.6	8.1	12.0	20.0	23.1	27.0	23.0	26.0	28.9	33.2	35.9
"Sexe - Total"	"……Quarten"	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.7	0.0	0.0	0.0	4.6	1.4	1.0	3.0	1.0	2.1	3.3	5.3
"Sexe - Total"	"……Sargans"	13.6	12.6	16.2	19.6	26.9	24.1	26.6	23.1	18.3	18.8	33.9	30.9	44.8	32.0	26.0	36.1	32.0	39.5	39.1	37.1
"Sexe - Total"	"……Vilters-Wangs"	5.5	5.5	5.5	5.5	3.8	1.8	3.8	3.8	3.5	4.0	6.3	5.3	4.4	6.6	7.0	7.0	6.0	7.0	8.3	7.6
"Sexe - Total"	"……Walenstadt"	0.9	0.0	0.0	0.0	0.0	0.0	1.9	2.9	3.7	3.5	2.7	4.3	2.4	2.5	3.0	4.0	1.0	3.1	1.7	2.3
"Sexe - Total"	"……Amden"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Benken (SG)"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.9
"Sexe - Total"	"……Kaltbrunn"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	2.4	2.4	3.1
"Sexe - Total"	"……Schänis"	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.8	0.8	0.8	0.8	0.0	0.0	0.0	0.0	0.0	0.8	0.8	1.5
"Sexe - Total"	"……Weesen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	1.3	0.0
"Sexe - Total"	"……Schmerikon"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	1.5	2.6	1.6	2.5	2.9	2.1
"Sexe - Total"	"……Uznach"	0.0	0.0	0.0	0.0	0.0	1.9	1.0	3.0	3.9	3.9	3.8	2.9	0.9	0.0	1.0	4.0	6.0	7.2	5.9	5.8
"Sexe - Total"	"……Rapperswil-Jona"	2.8	2.8	2.8	2.8	1.8	2.8	2.8	3.8	8.1	9.8	14.2	23.2	22.6	22.3	18.5	21.5	21.5	28.8	35.5	40.9
"Sexe - Total"	"……Gommiswald"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.0	0.0	0.8	1.7	2.0	2.0	2.5	1.9	1.9	2.2
"Sexe - Total"	"……Eschenbach (SG)"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.8	0.8	1.0	2.6	9.5	10.0	8.0	6.0	5.3	6.4	5.3
"Sexe - Total"	"……Ebnat-Kappel"	0.0	0.0	0.0	0.0	0.0	0.0	1.9	1.0	0.9	0.0	0.0	1.9	1.7	1.8	1.0	2.0	2.0	3.6	3.6	5.8
"Sexe - Total"	"……Wildhaus-Alt St. Johann"	6.7	5.7	7.5	5.5	9.1	9.1	10.9	5.6	2.7	3.7	3.9	3.1	0.6	0.3	2.1	1.6	1.6	5.4	2.7	9.2
"Sexe - Total"	"……Nesslau"	1.0	0.9	0.9	0.9	0.9	0.9	1.9	2.8	2.7	0.8	2.7	2.6	1.6	2.3	5.0	5.0	2.0	2.3	3.2	4.4
"Sexe - Total"	"……Hemberg"	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Lichtensteig"	0.0	0.0	1.0	0.0	0.9	2.9	0.0	0.0	0.0	0.0	1.5	0.6	0.5	0.5	1.0	1.0	2.0	2.1	2.0	4.3
"Sexe - Total"	"……Oberhelfenschwil"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.8	1.8	0.9	0.9	0.9	0.0	1.0	3.0	1.7	1.7	2.4
"Sexe - Total"	"……Neckertal"	1.9	1.9	1.9	1.9	0.0	0.8	0.9	0.0	0.0	0.8	0.0	0.0	0.0	0.9	0.0	2.0	1.0	0.7	0.7	1.4
"Sexe - Total"	"……Wattwil"	3.8	3.8	4.8	3.9	6.7	1.9	8.7	7.7	7.6	7.4	7.4	7.1	9.4	10.1	12.0	11.0	11.0	14.1	15.1	17.6
"Sexe - Total"	"……Kirchberg (SG)"	20.2	19.1	16.2	12.3	15.2	18.1	10.9	12.9	12.7	18.3	28.0	24.5	21.5	19.6	25.0	32.0	27.0	38.5	40.4	38.7
"Sexe - Total"	"……Lütisburg"	1.0	0.0	0.9	0.9	1.8	1.9	1.9	1.0	2.7	2.7	2.7	2.7	3.5	3.6	4.0	4.6	8.0	7.7	7.7	7.7
"Sexe - Total"	"……Mosnang"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9	1.0	0.9	2.4	3.0	2.0	0.0	4.7	3.0	3.1
"Sexe - Total"	"……Bütschwil-Ganterschwil"	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.8	1.8	3.8	4.6	4.5	5.2	8.0	7.0	8.0	11.0	11.8	11.1
"Sexe - Total"	"……Degersheim"	0.9	0.9	0.0	0.9	1.9	2.9	2.9	3.9	4.7	7.1	8.2	7.2	6.9	5.3	3.0	5.0	5.0	5.2	5.0	4.0
"Sexe - Total"	"……Flawil"	7.6	6.7	4.8	2.8	5.8	7.6	4.9	7.8	10.5	12.7	10.0	10.2	10.7	10.9	8.5	9.5	16.5	19.9	24.4	24.9
"Sexe - Total"	"……Jonschwil"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.8	0.9	1.3	2.6	4.2	4.0	5.0	25.0	27.9	26.6	26.6
"Sexe - Total"	"……Oberuzwil"	14.4	13.4	12.5	17.3	18.3	22.2	18.8	17.7	17.6	18.0	20.3	22.6	21.4	21.8	22.0	22.0	20.0	16.1	16.0	15.9
"Sexe - Total"	"……Uzwil"	38.3	42.1	49.7	42.0	44.8	52.4	47.9	44.9	47.8	48.5	56.6	63.7	65.2	55.6	59.5	68.0	74.5	91.5	92.2	79.8
"Sexe - Total"	"……Niederbüren"	0.0	0.0	0.0	1.0	2.8	1.9	2.0	2.9	2.8	3.7	4.7	7.5	7.2	7.2	6.0	5.0	5.0	10.5	11.9	12.7
"Sexe - Total"	"……Niederhelfenschwil"	2.9	2.9	2.9	1.9	1.9	1.9	2.0	1.0	0.9	0.9	1.7	1.7	1.8	1.7	1.0	0.0	3.0	3.8	5.5	4.8
"Sexe - Total"	"……Oberbüren"	6.7	11.4	7.6	7.5	7.6	4.7	3.9	2.9	1.9	2.8	3.8	3.8	4.2	5.0	6.0	10.0	10.0	16.3	16.8	15.6
"Sexe - Total"	"……Zuzwil (SG)"	0.0	0.0	1.0	1.0	4.8	2.9	6.8	4.9	6.8	8.5	7.6	8.9	10.4	7.4	8.0	6.5	8.5	8.4	10.1	10.5
"Sexe - Total"	"……Wil (SG)"	44.1	37.4	35.4	37.2	49.1	56.5	46.9	41.1	55.9	51.5	61.5	77.2	85.2	76.1	81.5	93.1	105.6	115.6	124.6	136.1
"Sexe - Total"	"……Andwil (SG)"	1.8	1.8	1.8	0.9	0.9	1.9	2.8	2.8	3.4	4.0	4.0	10.2	11.0	10.2	6.0	6.0	6.0	10.6	12.8	12.4
"Sexe - Total"	"……Gaiserwald"	8.2	9.8	12.5	14.6	11.9	12.0	6.5	13.5	9.3	8.3	9.8	11.1	9.3	10.6	8.0	9.0	8.0	8.6	9.4	7.8
"Sexe - Total"	"……Gossau (SG)"	154.4	142.1	137.4	131.8	129.6	143.4	124.4	114.9	92.4	82.2	78.4	78.4	80.6	92.3	100.7	110.2	117.9	126.1	120.4	126.3
"Sexe - Total"	"……Waldkirch"	4.5	2.7	0.9	0.9	0.9	1.8	0.0	0.0	0.0	0.0	0.0	1.9	2.5	3.8	5.0	5.0	4.1	4.3	5.0	5.6
"Sexe - Total"	"- Graubünden"	2915.9	2670.8	2755.5	2987.7	3154.3	3497.2	3207.4	2993.0	2833.6	2754.6	2879.1	3078.1	3324.6	3589.8	3972.2	4285.0	4611.5	5066.6	5421.3	5747.4
"Sexe - Total"	"……Mutten"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Vaz/Obervaz"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.8	0.9	0.8	2.0	3.0	4.0	4.6	8.5	7.7
"Sexe - Total"	"……Lantsch/Lenz"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.8	0.0	0.0
"Sexe - Total"	"……Schmitten (GR)"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Bergün/Bravuogn"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.1	7.1	9.0	10.0	13.0	15.4	13.7	15.7
"Sexe - Total"	"……Filisur"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Albula/Alvra"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8	1.8	2.0	2.0	2.0	2.5	2.6	2.5
"Sexe - Total"	"……Surses"	0.0	0.9	0.9	1.8	1.7	1.8	0.9	0.9	0.8	0.0	0.0	0.8	1.9	4.6	5.0	7.0	10.0	8.5	5.4	10.7
"Sexe - Total"	"……Brusio"	353.8	334.2	326.3	326.3	250.3	258.6	251.9	239.9	239.0	232.7	234.7	242.5	243.9	252.2	259.6	282.9	344.7	338.9	354.6	364.1
"Sexe - Total"	"……Poschiavo"	418.6	359.1	348.5	366.7	392.4	423.0	402.5	340.2	288.8	287.7	331.8	323.9	303.7	343.3	329.3	351.8	370.3	410.0	444.1	481.6
"Sexe - Total"	"……Falera"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	1.4	1.4
"Sexe - Total"	"……Laax"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.8	0.0	1.0	2.0	0.0	0.0	1.3
"Sexe - Total"	"……Sagogn"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Schluein"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Vals"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Andiast"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Waltensburg/Vuorz"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Lumnezia"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Ilanz/Glion"	0.9	0.9	0.9	0.9	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.9	1.6	3.0	1.0	1.0	1.6	1.6	2.4
"Sexe - Total"	"……Fürstenau"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.3
"Sexe - Total"	"……Rothenbrunnen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	2.5	3.3	3.0	3.0	4.0	4.1	4.1	5.0
"Sexe - Total"	"……Scharans"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Sils im Domleschg"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0
"Sexe - Total"	"……Cazis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	2.1	3.9
"Sexe - Total"	"……Flerden"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Masein"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9
"Sexe - Total"	"……Thusis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8	3.5	2.6	2.7	2.6	5.7	5.6	6.0	4.0	9.6	10.3	9.1	17.9
"Sexe - Total"	"……Tschappina"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Urmein"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Safiental"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Domleschg"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Avers"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0
"Sexe - Total"	"……Hinterrhein"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	2.3	0.0	0.9	0.0	0.9	3.0	5.0	5.0	4.4	7.1	5.4
"Sexe - Total"	"……Nufenen"	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0
"Sexe - Total"	"……Splügen"	0.0	0.0	0.0	0.0	0.0	0.8	0.9	0.9	3.4	2.2	2.2	0.7	1.4	1.5	1.0	3.0	4.0	5.0	5.1	3.4
"Sexe - Total"	"……Sufers"	0.0	0.0	0.0	0.0	0.9	1.7	0.9	0.9	0.9	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.9
"Sexe - Total"	"……Andeer"	3.7	0.9	4.6	4.5	4.6	5.5	5.7	1.0	0.8	0.0	0.0	0.0	0.0	0.0	3.0	5.0	7.0	7.0	7.1	6.7
"Sexe - Total"	"……Casti-Wergenstein"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Donat"	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	1.7	2.0	2.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Lohn (GR)"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Mathon"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Rongellen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Zillis-Reischen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	1.3	2.0	3.0	1.0	2.9	4.0	1.6
